cf_id,title,category,affected_system,layer,failure_mode,trigger,observed_symptom,root_cause,detection,impact,mitigation,reference,issue,status,tier,taxonomy,evidence_level
CF-0079,Sync BaseCodeExecutor.execute_code called directly on event loop → long executions freeze agent silently,Process lifecycle,Google ADK,L3,Sync Call on Event Loop,Long code execution invoked via LLM flow's _run_pre_processor,Agent silently freezes; no timeout error; event loop blocked indefinitely,BaseCodeExecutor.execute_code() is synchronous and called directly on the asyncio event loop without executor thread,CADVP CC-8 execution boundary verification with event loop health check,False belief of async safety; agent hangs without detection or recovery,Run execute_code in executor thread or add timeout + async wrapper,,https://github.com/google/adk-python/issues/6353,Confirmed,B,execution,reported
CF-0080,adk api_server --a2a silently mounts no A2A routes → UnboundLocalError swallowed by try/except,Config override,Google ADK,L4,Silent Configuration Failure via Exception Swallow,Running adk api_server --a2a with agent.json containing agent card,Server starts without any A2A routes; CLI flag accepted but silently does nothing; only one ERROR log,UnboundLocalError on 'json' in get_fast_api_app swallowed by try/except; A2A route setup fails silently,CADVP CC-2 config vs runtime route verification,False belief of A2A protocol availability; server runs without intended functionality,Fix variable shadowing; fail loudly when route setup fails,,https://github.com/google/adk-python/issues/6332,Confirmed,B,configuration,reported
CF-0081,McpToolset mTLS overrides header_provider's Authorization silently → ambient credentials injected,Credential scope bypass,Google ADK,L4,Authorization Header Silent Override,McpToolset with mTLS transport and caller-supplied Authorization header,Caller's Authorization replaced by ambient google.auth.default() token; no warning,Case-sensitive header presence check misses caller's header; mTLS path always injects ambient token,CADVP CC-6 credential scope boundary check on Authorization header,False belief of caller-controlled auth; wrong credentials silently injected,Case-insensitive header check; respect caller-supplied Authorization over ambient,,https://github.com/google/adk-python/issues/6349,Fixed,B,configuration,reported
CF-0082,ReasoningEffort setting lost when invoking orchestration → handoff drops model config,Config override,Semantic Kernel,L3,Model Config Silent Drop on Handoff,Agent with ReasoningEffort='high' handed off in orchestration,HTTP request missing reasoning_effort field; model runs with default reasoning level,Handoff orchestration does not propagate per-agent ReasoningEffort to downstream LLM calls,CADVP CC-2 config vs runtime diff on model parameters,False belief of high-reasoning execution; agent silently downgraded to default,Propagate all per-agent model settings through orchestration handoff,,https://github.com/microsoft/semantic-kernel/issues/13935,Confirmed,B,configuration,reported
CF-0083,AgentGroupChat fails with 'Unknown response format dict' when Azure Monitor enabled → monitoring silences agents,Env contamination,Semantic Kernel,L4,Monitoring-Induced Agent Failure,Azure Monitor (configure_azure_monitor) enabled with AzureAIAgent in AgentGroupChat,All agent executions fail with ValueError; multi-agent flow completely blocked,Azure Monitor injects dict-format response into agent pipeline; AgentGroupChat expects typed response,CADVP CC-1 guard execution counter with external instrumentation active,False belief of monitoring transparency; enabling observability silently breaks agent execution,Isolate monitoring pipeline from agent response format expectations,,https://github.com/microsoft/semantic-kernel/issues/13715,Fixed,B,execution,reported
CF-0084,ChatHistory broken when LLM calls multiple tools in one message → history unusable for subsequent requests,Silent message loss,Semantic Kernel,L3,Multi-Tool History Corruption,LLM (Claude Sonnet) calls multiple tools in single message via Bedrock connector,ChatHistory becomes unparseable; subsequent requests fail with toolResult ID mismatch,Agent builds history with multi-tool invocation in a format not consumable by subsequent requests,CADVP CC-4 end-to-end content hash on chat history,False belief of persistent conversation; history silently corrupted after multi-tool turns,Normalize multi-tool message format for replay compatibility,,https://github.com/microsoft/semantic-kernel/issues/13647,Confirmed,B,communication,reported
CF-0085,$defs not preserved in AIFunctionKernelFunction → MCP tool schema incomplete to LLM,Tool surface illusion,Semantic Kernel,L2,Schema Reference Erasure,MCP tool with $ref/$defs in function schema definition,LLM receives incomplete schema; references silently dropped; tool appears to have different interface,AIFunctionKernelFunction serializes schema without preserving definitions/$defs section,CADVP CC-7 tool availability probe with schema fidelity check,False belief of complete tool interface; LLM operates on corrupted schema,Preserve complete JSON Schema including $defs during function serialization,,https://github.com/microsoft/semantic-kernel/issues/13447,Fixed,B,communication,reported
CF-0086,"Async task LLM failure silently freezes flow → no exception, no log, process hangs",Hook not firing,CrewAI,L3,Async LLM Failure Silent Freeze,LLM call fails during async task execution in production crew,Process hangs indefinitely with no exception or log; full day debugging to locate,Async task LLM failure path swallows exception; no callback/retry/halt mechanism triggers,CADVP CC-3 hook execution counter on async failure path,False belief of fault-tolerant execution; production stuck without operator awareness,Add exception re-raise + logging to async LLM failure path; explicit timeout,,https://github.com/crewAIInc/crewAI/issues/6380,Confirmed,B,execution,reported
CF-0087,Agent execution loop crashes with TypeError when custom tool returns nested dict → no graceful fallback,Tool surface illusion,CrewAI,L3,Nested Return Type Crash,"Custom BaseTool returns deeply nested dict (e.g., REST API response)",Agent crashes with TypeError; no graceful string conversion; execution aborted,Execution loop expects flat/simple return types; nested dict triggers parsing failure without fallback,CADVP CC-7 tool availability probe with nested response simulation,False belief of arbitrary tool return support; nested responses silently crash agent,Add recursive string coercion for nested dicts in tool output parsing,,https://github.com/crewAIInc/crewAI/issues/6267,Confirmed,B,communication,reported
CF-0088,"@listen(or_(A,B,C)) multi-source OR listener only fires once → blocking cyclic flow re-triggering",Hook not firing,CrewAI,L3,Multi-Source Listener Fire-Once Bug,"OR listener (@listen(or_(A,B,C))) configured for multiple task completion events",Listener fires once then silently ignores subsequent trigger events; cyclic workflow stalls,Multi-source OR listener lacks re-trigger logic; fires once and transitions to 'completed' state,CADVP CC-3 hook execution counter on multi-source listener,False belief of multi-event listener; cyclic/callback workflows silently stop after first trigger,Reset listener state or support multi-fire mode for OR listeners,,https://github.com/crewAIInc/crewAI/issues/5972,Confirmed,B,communication,reported
CF-0089,Tool re-execution on task retry has no idempotency guard → duplicate payments/emails/trades possible,Process lifecycle,CrewAI,L4,Non-Idempotent Retry,Task retry after tool execution failure or timeout,Tool re-executed on retry without idempotency check; side effects duplicated silently,Retry mechanism replays tool call without tracking prior execution state or enforcing idempotency key,CADVP CC-8 execution boundary verification with idempotency check,"Double charges, duplicate emails, redundant trades; operator unaware of duplicate execution",Add idempotency key to tool calls; skip re-execution when prior result exists,,https://github.com/crewAIInc/crewAI/issues/5802,Confirmed,B,execution,reported
CF-0090,Reasoning plan always detects 'NOT READY' even when model indicates 'READY' → plan stuck in loop,Hook not firing,CrewAI,L3,Reasoning Plan False Negative,Model returns 'READY' status in reasoning plan output,System classifies output as 'NOT READY'; agent loops indefinitely on already-complete plan,READY detection logic fails to match model's actual READY signal format; mismatch silently loops,CADVP CC-3 hook execution counter on reasoning completion path,False belief of incomplete reasoning; agent stuck in infinite planning loop,Normalize READY detection to accept multiple output formats,,https://github.com/crewAIInc/crewAI/issues/6204,Confirmed,B,communication,reported
CF-0091,"cache_breakpoint injected into messages for non-Anthropic providers (Groq, OpenAI-compatible) → silent API errors",Env contamination,CrewAI,L2,Provider-Specific Config Leakage,"Non-Anthropic provider (Groq, OpenAI-compatible) used with cache_breakpoint",cache_breakpoint field sent to providers that don't support it; API errors or ignored silently,Anthropic-specific cache_breakpoint injected unconditionally; no provider capability check,CADVP CC-2 config vs runtime provider capability diff,False belief of cross-provider compatibility; Anthropic config silently leaks to other providers,Strip cache_breakpoint for non-Anthropic providers based on capability check,,https://github.com/crewAIInc/crewAI/issues/5886,Confirmed,B,configuration,reported
CF-0092,Task(human_input=True) raises AttributeError after default executor swap → silent human-in-the-loop break,Config override,CrewAI,L3,Executor Swap Breaks Human Input,Task configured with human_input=True after CrewAgentExecutor→AgentExecutor swap in v1.15.0,AttributeError crashes flow; human feedback mechanism silently broken by version upgrade,AgentExecutor lacks ask_for_human_input method that CrewAgentExecutor had; swap was not backward-compatible,CADVP CC-2 config vs runtime executor capability verification,False belief of HITL support; upgrade silently disables human feedback without warning,Migrate HITL method during executor swap or maintain backward compatibility,,https://github.com/crewAIInc/crewAI/issues/6065,Fixed,B,configuration,reported
CF-0093,Individual MCP tool failure aborts entire agent run → no error isolation between tools,Tool surface illusion,AutoGen,L3,Tool Failure Cascade,Single MCP tool fails during multi-tool agent run,Entire agent run aborted; other independent tools never execute; one failure cascades,No per-tool error isolation; single MCP tool exception propagates to agent-level abort,CADVP CC-7 tool availability probe with individual failure simulation,False belief of tool isolation; one broken tool gatekeeps entire agent workflow,"Isolate MCP tool errors: catch per-tool, report failure, continue with remaining tools",,https://github.com/microsoft/autogen/issues/7851,Confirmed,B,execution,reported
CF-0094,Bedrock connector rejects parallel tool calls → toolResult blocks not merged into single Converse message,Tool surface illusion,Semantic Kernel,L3,Parallel Tool Call Rejection,Model calls multiple tools in one turn via Bedrock connector (Claude Sonnet),Follow-up Converse request rejected; toolResult ID mismatch error,Function-calling loop does not merge multiple toolResult blocks into a single Converse message,CADVP CC-7 tool availability probe with parallel tool call simulation,False belief of parallel tool support; multi-tool calls silently fail on Bedrock,Merge toolResult blocks into single Converse message before follow-up,,https://github.com/microsoft/semantic-kernel/issues/14073,Confirmed,B,communication,reported
CF-0095,RedisJsonCollection.delete() silently fails when prefix_collection_name_to_key_names enabled,Process lifecycle,Semantic Kernel,L2,Silent Delete Failure via Key Prefix,delete() called with prefix_collection_name_to_key_names=True,Delete returns success but key remains; upsert path prefixed keys but delete path doesn't,_inner_delete sends JSON.DEL {key} without collection-name prefix; targets non-existent key silently,CADVP CC-8 state file integrity verification after delete,False belief of data deletion; stale keys persist in Redis without awareness,Apply collection-name prefix consistently across upsert and delete paths,,https://github.com/microsoft/semantic-kernel/issues/13904,Confirmed,B,execution,reported
CF-0096,Google AI connector leaks thinking/thought text parts into ChatMessageContent → reasoning exposed,Env contamination,Semantic Kernel,L2,Thinking Text Leakage to Application Layer,Gemini with thinking_config include_thoughts=true via Google AI connector,Model's internal reasoning appears as response content; application sees thought text instead of actual answer,Connector passes thinking text parts unfiltered into ChatMessageContent instead of isolating them,CADVP CC-1 guard execution counter on content filtering boundary,False belief of content isolation; internal reasoning exposed to downstream consumers,Separate thinking/thought blocks from response content in connector pipeline,,https://github.com/microsoft/semantic-kernel/issues/13710,Confirmed,B,configuration,reported
CF-0097,Auto Function Invocation lacks runtime RBAC → unauthorized execution via indirect prompt injection,Credential scope bypass,Semantic Kernel,L4,Missing Runtime Authorization Gate,@kernel_function decorated method invoked via Auto Function Invocation,Tool executes without authorization check; indirect prompt injection triggers unauthorized operations,No security attributes at @kernel_function metadata layer; no runtime mid-execution approval mechanism,CADVP CC-6 credential scope boundary check on function invocation,False belief of execution sandboxing; functions execute with full ambient permissions,Add RBAC metadata + runtime approval hook to kernel_function decorator,,https://github.com/microsoft/semantic-kernel/issues/14072,Confirmed,B,configuration,reported
CF-0098,ChatFireworks._combine_llm_outputs raises TypeError on nested token_usage dicts in batched generate(),Tool surface illusion,LangChain,L2,Nested Metadata Parsing Crash,Batched generate() with Fireworks models returning nested prompt_tokens_details,TypeError on token usage dict merge; batch generation silently fails,_combine_llm_outputs expects flat token_usage dict but Fireworks returns nested structure,CADVP CC-7 tool availability probe with batch generation,False belief of batch compatibility; nested metadata silently crashes processing,Recursively merge nested token_usage dicts in _combine_llm_outputs,,https://github.com/langchain-ai/langchain/issues/38648,Fixed,B,communication,reported
CF-0099,chroma similarity_search returns raw distances instead of normalized relevance scores,Tool surface illusion,LangChain,L2,Score Semantics Misrepresentation,similarity_search_by_vector_with_relevance_scores on Chroma vector store,Relevance scores are raw distances; higher=worse instead of higher=better; ranking inverted,Method returns unnormalized distance values from Chroma without converting to similarity scores,CADVP CC-7 tool availability probe with known-item search validation,False belief of correct ranking; search results in reverse order of relevance,Normalize distance to similarity (1-distance) or document that scores are distances,,https://github.com/langchain-ai/langchain/issues/38506,Confirmed,B,communication,reported
CF-0100,get_num_tokens_from_messages raises NotImplementedError for OpenAI o1 and o3 models → token counting silently broken,Tool surface illusion,LangChain,L2,Token Counter Model Gap,Token counting for o1/o3 model messages,"NotImplementedError raised; all token-aware logic (truncation, budget) silently fails",Token counting implementation doesn't cover o1/o3 model families; no fallback to generic counter,CADVP CC-7 tool availability probe with o1/o3 model token counting,False belief of token budget enforcement; truncation and cost tracking silently broken for o-series,Add o1/o3 token counting support or fallback to tiktoken generic encoding,,https://github.com/langchain-ai/langchain/issues/38700,Confirmed,C,configuration,reported
CF-0101,B,7066,https://github.com/langchain-ai/langgraph/issues/7066,State loss,LangGraph,Checkpoint deserialization silently loses state when JsonPlusSerializer encounters unknown types,Checkpoint Deserialization Silent Loss,JsonPlusSerializer encounters unknown custom types during checkpoint deserialization,Agent resumes with dict instead of typed object; downstream nodes produce incorrect results with no error,fallback returns raw dict instead of raising DeserializationError when type annotation fails to deserialize,CADVP CC-4 content hash verification on checkpoint round-trip,Silent state corruption in long-running stateful workflows; cascading failures before detection,Raise DeserializationError instead of returning raw dict; add type registry for custom types,Fixed,state,reported,,
CF-0102,B,8298,https://github.com/langchain-ai/langgraph/issues/8298,State loss,LangGraph,langgraph dev: checkpoints never flushed mid-session; data loss on non-graceful exit,Checkpoint Flush Loop Silent Drop,Non-graceful exit (SIGKILL/crash/power loss) of langgraph dev server,All thread state gone after crash; empty PersistentDicts silently dropped from flush loop; 500 errors on state/history,Flush loop classifies empty-but-alive PersistentDicts as dead weakrefs (falsy dict); unregisters checkpoint stores on first tick,CADVP CC-4 checkpoint persistence verification on non-graceful exit,Complete data loss since last graceful shutdown; all checkpoint durability guarantees broken,Fix falsy dict check in flush loop; always write checkpoints on tick regardless of emptiness,Open,state,reported,,
CF-0103,B,7417,https://github.com/langchain-ai/langgraph/issues/7417,Silent re-execution,LangGraph,Long tool calls (~180s+) silently re-executed from checkpoint on LangGraph Cloud,Heartbeat Checkpoint Silent Re-dispatch,Tool call exceeds ~180s on LangGraph Cloud; BG_JOB_HEARTBEAT=120 hardcoded,Duplicate runs with identical arguments appear; 2-3x redundant work and cost; no preceding model node in trace,Unacknowledged heartbeats during long tool calls trigger stale run detection; sweep re-dispatches from last checkpoint while original still runs,CADVP CC-8 execution boundary monitoring for duplicate tool invocations,2-3x cost multiplication; data corruption from concurrent writes; users cannot disable this behavior,Allow BG_JOB_HEARTBEAT customization; detect liveness during long awaits; skip re-dispatch if original still active,Open,execution,reported,,
CF-0104,B,5672,https://github.com/langchain-ai/langgraph/issues/5672,State loss,LangGraph,Run Cancellation Causes Loss of Streamed State Not Yet Persisted as a Checkpoint,Cancel-Induced State Loss,Canceling a streaming LangGraph run before checkpoint is persisted,Streamed state between last persisted checkpoint and cancel is silently lost; UI shows inconsistent state,No persistence on cancellation path; streamed intermediate states are never checkpointed during abort,CADVP CC-1 checkpoint write count on cancellation,Loss of unpersisted state; UI desynchronization; users must manually reconstruct lost state,Add checkpoint flush hook on cancellation; persist in-progress state before abort,Open,state,reported,,
CF-0105,C,7714,https://github.com/langchain-ai/langgraph/issues/7714,Silent correctness failure,LangGraph,LangGraph checkpoint serialization produces 85% storage bloat and silent pass failures with no opt-out,Serializer Silent Pass Corruption,Non-primitive types in checkpoint state; serialization passes silently but produces corrupted/incomplete data,85% storage bloat + 37.8% token overhead; 'silent pass' failures where serializer claims success but data is wrong,JsonPlusSerializer has no structural validation; corrupt agent payloads pass through to LLM unchecked,CADVP CC-4 content hash validation on serializer round-trip,Wasted storage/tokens; silent data corruption at the serializer boundary; no opt-out or alternative serializer,Add structural validation hook at serde boundary; expose pluggable serialization protocol,Open,state,reported,,
CF-0106,B,6439,https://github.com/crewAIInc/crewAI/issues/6439,Callback result corruption,CrewAI,CrewAI after_kickoff_callbacks silently replaces result with None if callback doesn't return,Callback Return Coercion,User writes side-effect callback (logging/metrics) without returning result,result becomes None silently; downstream code crashes with AttributeError on None,crew.py:1032-1033 assigns callback return value directly to result without checking if callback returned None vs intended value,CADVP CC-3 callback execution result validation,Silent result corruption; production crashes from unexpected None values in downstream processing,Check if callback returns None; preserve original result when callback is side-effect only,Open,execution,reported,,
CF-0107,B,496,https://github.com/crewAIInc/crewAI/issues/496,Callback not firing,CrewAI,CrewAI Task callbacks registered but silently never execute,Callback Silent No-Op,Register task callback function — callback never invoked during task execution,Callback function never called; no error raised; task completes as if callback was not registered,Task callback execution path had implementation gap in early CrewAI versions (fixed in 0.22.4),CADVP CC-3 hook execution count verification,"Silent loss of side effects (file writes, notifications, logging); user falsely believes callback is working",Fixed in CrewAI v0.22.4; upgrade to latest version,Fixed,communication,reported,,
CF-0108,B,7851,https://github.com/microsoft/autogen/issues/7851,Error propagation,AutoGen,AutoGen MCP tool errors propagate and abort entire agent run instead of being isolated,Tool Error Boundary Violation,Single MCP tool fails during multi-agent scenario; error propagates up as fatal exception,Entire agent run aborts from single tool failure; no ToolResult with is_error=True for agent reasoning,MCP tool integration has no error isolation; tool exceptions bypass ToolResult wrapper and propagate as unhandled errors,CADVP CC-7 tool availability probe with error injection,Entire agent run destroyed by single tool failure; no recovery path; defeats declarative tool registration,Wrap MCP tool calls in error isolation; return ToolResult with is_error=True instead of raising,Open,execution,reported,,
CF-0109,B,4309,https://github.com/google/adk-python/issues/4309,Error boundary leak,Google ADK,Google ADK: Failed A2A task errors silently leak into conversation history as regular content,Error Content Boundary Violation,Remote A2A task returns state:'failed'; RemoteA2aAgent creates Event with content instead of error_message,Failed task errors appear as regular conversation content; agent treats error text as valid input,RemoteA2aAgent creates Event with error details in content field instead of error_message; no error/content separation,CADVP CC-6 error boundary validation on A2A task failures,Agents reason about error text as factual content; cascading hallucination from error leakage,Create Event with error_message set instead of content when task state is 'failed',Fixed,communication,reported,,
CF-0110,B,6332,https://github.com/google/adk-python/issues/6332,Silent configuration failure,Google ADK,Google ADK: --a2a flag silently mounts no A2A routes due to shadowed json import,Flag Silent No-Op,Run adk api_server --a2a with agent.json present; server starts but has zero A2A routes,Server starts successfully but --a2a silently does nothing; 404 on all A2A endpoints; only one ERROR log line,Shadowed json import in get_fast_api_app(): function-local 'import json' makes Python treat json as local for entire function; json.load() raises UnboundLocalError swallowed by try/except,CADVP CC-2 runtime A2A route availability check after server start,Silent deployment failure; user believes A2A is active but no agents are reachable via A2A protocol,Remove duplicate 'import json' inside function; add route count assertion on startup,Open,configuration,reported,,
